flight_id,airline_name,departure_city,arrival_city,flight_status,passenger_count,flight_duration_hours,ticket_price_usd,delay_minutes,fuel_consumed_tons,scheduled_departure_date,actual_arrival_date
FL-0396,PAL Express,Manila,Tokyo,Cancelled,211,6.68,457.99,0,18.32,2026-03-07 20:00:00,2026-03-07 22:00:00
FL-0397,PAL Express,Clark,Tokyo,Cancelled,192,5.9,403.66,15,10.72,2026-03-08 00:00:00,2026-03-08 02:00:00
FL-0398,Cebu Pacific,Cebu,Bangkok,On Time,93,5.06,144.29,60,14.2,2026-03-08 04:00:00,2026-03-08 06:00:00
FL-0399,PAL Express,Manila,Tokyo,On Time,111,4.59,438.44,45,8.87,2026-03-08 08:00:00,2026-03-08 10:00:00
FL-0400,Philippine Airlines,Davao,Seoul,Delayed,218,7.5,132.05,0,9.21,2026-03-08 12:00:00,2026-03-08 14:00:00
FL-0401,PAL Express,Iloilo,Hong Kong,On Time,134,1.97,398.07,15,5.46,2026-03-08 16:00:00,2026-03-08 18:00:00
FL-0402,PAL Express,Manila,Tokyo,On Time,199,3.32,469.79,0,22.93,2026-03-08 20:00:00,2026-03-08 22:00:00
FL-0403,AirAsia,Cebu,Seoul,On Time,154,3.77,205.48,0,9.21,2026-03-09 00:00:00,2026-03-09 02:00:00
FL-0404,Philippine Airlines,Davao,Singapore,On Time,100,6.59,520.81,0,9.55,2026-03-09 04:00:00,2026-03-09 06:00:00
FL-0405,PAL Express,Cebu,Seoul,On Time,212,7.95,115.18,0,10.59,2026-03-09 08:00:00,2026-03-09 10:00:00
FL-0406,PAL Express,Cebu,Hong Kong,On Time,166,3.06,521.91,0,7.55,2026-03-09 12:00:00,2026-03-09 14:00:00
FL-0407,Cebu Pacific,Davao,Seoul,On Time,138,7.18,330.16,0,17.79,2026-03-09 16:00:00,2026-03-09 18:00:00
FL-0408,PAL Express,Cebu,Bangkok,Cancelled,168,6.9,208.79,0,6.5,2026-03-09 20:00:00,2026-03-09 22:00:00
FL-0409,PAL Express,Davao,Hong Kong,On Time,162,2.96,166.89,15,7.68,2026-03-10 00:00:00,2026-03-10 02:00:00
FL-0410,Cebu Pacific,Manila,Singapore,Delayed,144,4.1,576.65,0,17.9,2026-03-10 04:00:00,2026-03-10 06:00:00
FL-0411,AirAsia,Davao,Bangkok,Delayed,143,4.16,136.33,0,11.79,2026-03-10 08:00:00,2026-03-10 10:00:00
FL-0412,PAL Express,Davao,Seoul,On Time,150,7.86,199.55,0,19.16,2026-03-10 12:00:00,2026-03-10 14:00:00
FL-0413,Cebu Pacific,Iloilo,Hong Kong,On Time,83,2.68,273.91,60,16.15,2026-03-10 16:00:00,2026-03-10 18:00:00
FL-0414,Philippine Airlines,Davao,Singapore,On Time,183,6.69,410.12,0,10.12,2026-03-10 20:00:00,2026-03-10 22:00:00
FL-0415,AirAsia,Davao,Bangkok,On Time,172,3.67,372.4,0,18.02,2026-03-11 00:00:00,2026-03-11 02:00:00
FL-0416,Philippine Airlines,Manila,Singapore,Delayed,191,6.25,162.82,0,7.33,2026-03-11 04:00:00,2026-03-11 06:00:00
FL-0417,Philippine Airlines,Iloilo,Seoul,On Time,198,4.23,244.86,30,15.73,2026-03-11 08:00:00,2026-03-11 10:00:00
FL-0418,Cebu Pacific,Clark,Singapore,Cancelled,138,5.26,219.38,120,13.74,2026-03-11 12:00:00,2026-03-11 14:00:00
FL-0419,PAL Express,Manila,Tokyo,On Time,122,6.91,206.77,0,10.36,2026-03-11 16:00:00,2026-03-11 18:00:00
FL-0420,Cebu Pacific,Manila,Bangkok,On Time,91,6.73,305.57,0,17.08,2026-03-11 20:00:00,2026-03-11 22:00:00
FL-0421,Cebu Pacific,Clark,Singapore,On Time,119,7.13,452.02,45,22.43,2026-03-12 00:00:00,2026-03-12 02:00:00
FL-0422,Cebu Pacific,Davao,Seoul,On Time,197,1.89,208.73,0,24.98,2026-03-12 04:00:00,2026-03-12 06:00:00
FL-0423,Cebu Pacific,Cebu,Seoul,On Time,99,6.0,283.34,0,17.16,2026-03-12 08:00:00,2026-03-12 10:00:00
FL-0424,AirAsia,Iloilo,Singapore,On Time,210,2.41,295.46,0,13.09,2026-03-12 12:00:00,2026-03-12 14:00:00
FL-0425,PAL Express,Cebu,Seoul,On Time,169,4.2,588.23,0,9.5,2026-03-12 16:00:00,2026-03-12 18:00:00
FL-0426,Philippine Airlines,Clark,Hong Kong,On Time,173,5.07,577.33,0,10.14,2026-03-12 20:00:00,2026-03-12 22:00:00
FL-0427,Philippine Airlines,Manila,Hong Kong,Cancelled,92,4.12,500.07,0,14.59,2026-03-13 00:00:00,2026-03-13 02:00:00
FL-0428,PAL Express,Manila,Hong Kong,On Time,145,4.88,220.83,0,12.35,2026-03-13 04:00:00,2026-03-13 06:00:00
FL-0429,Philippine Airlines,Iloilo,Tokyo,Delayed,116,7.98,134.02,60,23.28,2026-03-13 08:00:00,2026-03-13 10:00:00
FL-0430,PAL Express,Manila,Singapore,Delayed,145,2.38,258.45,0,12.37,2026-03-13 12:00:00,2026-03-13 14:00:00
FL-0431,Philippine Airlines,Manila,Tokyo,Cancelled,115,5.89,233.4,30,12.47,2026-03-13 16:00:00,2026-03-13 18:00:00
FL-0432,Cebu Pacific,Iloilo,Seoul,On Time,105,4.07,352.96,0,12.67,2026-03-13 20:00:00,2026-03-13 22:00:00
FL-0433,Philippine Airlines,Iloilo,Tokyo,Delayed,154,2.36,488.86,0,21.73,2026-03-14 00:00:00,2026-03-14 02:00:00
FL-0434,PAL Express,Clark,Seoul,On Time,187,2.53,529.16,0,18.02,2026-03-14 04:00:00,2026-03-14 06:00:00
FL-0435,PAL Express,Manila,Seoul,On Time,122,7.67,522.43,45,17.28,2026-03-14 08:00:00,2026-03-14 10:00:00
FL-0436,PAL Express,Manila,Bangkok,On Time,87,7.22,279.84,15,11.68,2026-03-14 12:00:00,2026-03-14 14:00:00
FL-0437,PAL Express,Clark,Hong Kong,Delayed,108,7.4,443.62,0,21.36,2026-03-14 16:00:00,2026-03-14 18:00:00
FL-0438,PAL Express,Davao,Seoul,On Time,119,7.94,256.42,30,5.77,2026-03-14 20:00:00,2026-03-14 22:00:00
FL-0439,AirAsia,Davao,Bangkok,Delayed,207,2.85,130.45,0,22.42,2026-03-15 00:00:00,2026-03-15 02:00:00
FL-0440,AirAsia,Davao,Hong Kong,On Time,163,3.81,450.78,60,15.25,2026-03-15 04:00:00,2026-03-15 06:00:00
FL-0441,Philippine Airlines,Clark,Seoul,Delayed,195,5.85,104.91,15,12.97,2026-03-15 08:00:00,2026-03-15 10:00:00
FL-0442,PAL Express,Manila,Seoul,Cancelled,141,4.64,304.59,45,14.94,2026-03-15 12:00:00,2026-03-15 14:00:00
FL-0443,Philippine Airlines,Clark,Tokyo,On Time,86,4.22,264.69,0,18.35,2026-03-15 16:00:00,2026-03-15 18:00:00
FL-0444,PAL Express,Clark,Tokyo,Cancelled,124,3.83,446.69,0,5.26,2026-03-15 20:00:00,2026-03-15 22:00:00
FL-0445,PAL Express,Davao,Hong Kong,On Time,167,5.36,483.12,0,22.43,2026-03-16 00:00:00,2026-03-16 02:00:00
FL-0446,AirAsia,Cebu,Seoul,On Time,152,5.24,252.05,0,13.93,2026-03-16 04:00:00,2026-03-16 06:00:00
FL-0447,AirAsia,Manila,Singapore,On Time,116,2.55,505.81,0,11.86,2026-03-16 08:00:00,2026-03-16 10:00:00
FL-0448,Cebu Pacific,Davao,Tokyo,On Time,198,4.57,246.96,0,7.76,2026-03-16 12:00:00,2026-03-16 14:00:00
FL-0449,AirAsia,Cebu,Hong Kong,On Time,136,5.1,323.16,0,13.79,2026-03-16 16:00:00,2026-03-16 18:00:00
FL-0450,Cebu Pacific,Cebu,Seoul,On Time,87,5.21,463.51,0,14.93,2026-03-16 20:00:00,2026-03-16 22:00:00
FL-0451,Cebu Pacific,Iloilo,Seoul,On Time,174,2.87,446.46,0,13.07,2026-03-17 00:00:00,2026-03-17 02:00:00
FL-0452,Cebu Pacific,Manila,Singapore,Cancelled,196,6.32,593.68,0,18.57,2026-03-17 04:00:00,2026-03-17 06:00:00
FL-0453,Cebu Pacific,Cebu,Hong Kong,Delayed,189,1.66,212.58,60,13.42,2026-03-17 08:00:00,2026-03-17 10:00:00
FL-0454,Cebu Pacific,Davao,Seoul,Delayed,99,3.81,431.16,0,24.23,2026-03-17 12:00:00,2026-03-17 14:00:00
FL-0455,Philippine Airlines,Iloilo,Tokyo,Delayed,203,6.57,404.84,0,16.99,2026-03-17 16:00:00,2026-03-17 18:00:00
FL-0456,AirAsia,Manila,Singapore,Delayed,132,5.17,557.55,15,21.15,2026-03-17 20:00:00,2026-03-17 22:00:00
FL-0457,Cebu Pacific,Clark,Hong Kong,On Time,198,3.2,178.18,0,7.19,2026-03-18 00:00:00,2026-03-18 02:00:00
FL-0458,PAL Express,Davao,Singapore,On Time,91,6.02,475.9,0,12.95,2026-03-18 04:00:00,2026-03-18 06:00:00
FL-0459,AirAsia,Cebu,Tokyo,Delayed,96,5.19,384.13,0,11.74,2026-03-18 08:00:00,2026-03-18 10:00:00
FL-0460,AirAsia,Cebu,Hong Kong,On Time,143,6.68,237.33,0,16.39,2026-03-18 12:00:00,2026-03-18 14:00:00
FL-0461,Cebu Pacific,Davao,Singapore,On Time,121,6.28,337.22,60,22.22,2026-03-18 16:00:00,2026-03-18 18:00:00
FL-0462,Philippine Airlines,Cebu,Bangkok,On Time,173,5.47,266.89,0,6.57,2026-03-18 20:00:00,2026-03-18 22:00:00
FL-0463,Cebu Pacific,Iloilo,Tokyo,On Time,90,4.67,389.66,0,6.45,2026-03-19 00:00:00,2026-03-19 02:00:00
FL-0464,Philippine Airlines,Manila,Tokyo,On Time,177,2.37,544.5,0,22.01,2026-03-19 04:00:00,2026-03-19 06:00:00
FL-0465,PAL Express,Iloilo,Tokyo,On Time,150,3.2,384.65,0,9.26,2026-03-19 08:00:00,2026-03-19 10:00:00
FL-0466,AirAsia,Cebu,Bangkok,On Time,187,4.22,415.86,15,18.38,2026-03-19 12:00:00,2026-03-19 14:00:00
FL-0467,PAL Express,Clark,Bangkok,On Time,137,5.4,359.37,0,15.86,2026-03-19 16:00:00,2026-03-19 18:00:00
FL-0468,Philippine Airlines,Manila,Seoul,On Time,113,4.84,125.58,0,21.66,2026-03-19 20:00:00,2026-03-19 22:00:00
FL-0469,Philippine Airlines,Manila,Singapore,On Time,99,3.37,216.43,0,7.5,2026-03-20 00:00:00,2026-03-20 02:00:00
FL-0470,PAL Express,Davao,Seoul,Delayed,129,1.54,346.0,0,7.6,2026-03-20 04:00:00,2026-03-20 06:00:00
FL-0471,Philippine Airlines,Davao,Singapore,On Time,181,4.73,255.12,0,16.14,2026-03-20 08:00:00,2026-03-20 10:00:00
FL-0472,PAL Express,Clark,Bangkok,On Time,217,3.36,190.88,30,23.93,2026-03-20 12:00:00,2026-03-20 14:00:00
FL-0473,AirAsia,Manila,Bangkok,Delayed,131,6.27,352.07,15,13.3,2026-03-20 16:00:00,2026-03-20 18:00:00
FL-0474,PAL Express,Clark,Seoul,On Time,94,1.66,261.4,45,11.54,2026-03-20 20:00:00,2026-03-20 22:00:00
FL-0475,AirAsia,Davao,Hong Kong,On Time,163,5.3,229.05,30,17.13,2026-03-21 00:00:00,2026-03-21 02:00:00
FL-0476,PAL Express,Davao,Seoul,On Time,210,7.62,331.99,0,23.61,2026-03-21 04:00:00,2026-03-21 06:00:00
FL-0477,Philippine Airlines,Manila,Singapore,Delayed,116,2.63,166.64,0,21.74,2026-03-21 08:00:00,2026-03-21 10:00:00
FL-0478,PAL Express,Iloilo,Seoul,On Time,205,4.57,563.87,15,24.91,2026-03-21 12:00:00,2026-03-21 14:00:00
FL-0479,Philippine Airlines,Cebu,Tokyo,On Time,119,2.09,533.85,30,5.45,2026-03-21 16:00:00,2026-03-21 18:00:00
FL-0480,PAL Express,Davao,Singapore,Delayed,151,5.57,453.81,15,7.26,2026-03-21 20:00:00,2026-03-21 22:00:00
FL-0481,PAL Express,Davao,Singapore,On Time,119,5.08,153.11,0,17.19,2026-03-22 00:00:00,2026-03-22 02:00:00
FL-0482,Cebu Pacific,Iloilo,Hong Kong,On Time,135,4.15,487.94,0,21.41,2026-03-22 04:00:00,2026-03-22 06:00:00
FL-0483,Philippine Airlines,Iloilo,Bangkok,On Time,183,4.89,503.98,30,10.7,2026-03-22 08:00:00,2026-03-22 10:00:00
FL-0484,Cebu Pacific,Clark,Singapore,On Time,218,7.33,483.88,15,9.78,2026-03-22 12:00:00,2026-03-22 14:00:00
FL-0485,Philippine Airlines,Clark,Bangkok,On Time,189,2.78,156.98,120,20.74,2026-03-22 16:00:00,2026-03-22 18:00:00
FL-0486,Cebu Pacific,Cebu,Seoul,On Time,215,1.65,421.95,0,6.13,2026-03-22 20:00:00,2026-03-22 22:00:00
FL-0487,AirAsia,Cebu,Tokyo,Delayed,172,7.1,517.16,0,12.39,2026-03-23 00:00:00,2026-03-23 02:00:00
FL-0488,PAL Express,Manila,Hong Kong,On Time,173,5.25,388.68,0,15.12,2026-03-23 04:00:00,2026-03-23 06:00:00
FL-0489,Philippine Airlines,Clark,Bangkok,On Time,135,7.29,423.2,15,16.21,2026-03-23 08:00:00,2026-03-23 10:00:00
FL-0490,Philippine Airlines,Davao,Singapore,On Time,139,5.38,329.18,0,19.57,2026-03-23 12:00:00,2026-03-23 14:00:00
FL-0491,PAL Express,Clark,Bangkok,On Time,217,6.77,364.35,0,12.1,2026-03-23 16:00:00,2026-03-23 18:00:00
FL-0492,Philippine Airlines,Davao,Singapore,On Time,118,4.29,117.19,120,17.25,2026-03-23 20:00:00,2026-03-23 22:00:00
FL-0493,Philippine Airlines,Iloilo,Bangkok,Delayed,107,6.37,419.48,0,16.71,2026-03-24 00:00:00,2026-03-24 02:00:00
FL-0494,Cebu Pacific,Clark,Singapore,On Time,128,7.43,140.72,30,15.95,2026-03-24 04:00:00,2026-03-24 06:00:00
FL-0495,Philippine Airlines,Iloilo,Seoul,Delayed,204,5.22,317.51,0,17.81,2026-03-24 08:00:00,2026-03-24 10:00:00
FL-0496,AirAsia,Cebu,Singapore,Delayed,92,2.68,246.33,30,10.19,2026-03-24 12:00:00,2026-03-24 14:00:00
FL-0497,AirAsia,Cebu,Singapore,On Time,115,3.25,372.71,0,6.69,2026-03-24 16:00:00,2026-03-24 18:00:00
FL-0498,PAL Express,Manila,Tokyo,Delayed,180,2.79,166.71,45,7.39,2026-03-24 20:00:00,2026-03-24 22:00:00
FL-0499,Philippine Airlines,Clark,Singapore,On Time,105,3.1,445.82,45,9.49,2026-03-25 00:00:00,2026-03-25 02:00:00
FL-0500,PAL Express,Iloilo,Tokyo,On Time,165,3.49,497.51,0,15.0,2026-03-25 04:00:00,2026-03-25 06:00:00
FL-0501,AirAsia,Davao,Hong Kong,On Time,83,5.11,181.68,0,21.81,2026-03-25 08:00:00,2026-03-25 10:00:00
FL-0502,Philippine Airlines,Cebu,Tokyo,On Time,161,5.32,152.16,0,19.03,2026-03-25 12:00:00,2026-03-25 14:00:00
FL-0503,Philippine Airlines,Cebu,Seoul,On Time,206,4.27,172.76,0,20.78,2026-03-25 16:00:00,2026-03-25 18:00:00
FL-0504,PAL Express,Davao,Tokyo,On Time,167,5.5,538.56,45,12.02,2026-03-25 20:00:00,2026-03-25 22:00:00
FL-0505,AirAsia,Iloilo,Hong Kong,On Time,206,2.03,364.09,0,13.09,2026-03-26 00:00:00,2026-03-26 02:00:00
FL-0506,Philippine Airlines,Iloilo,Seoul,On Time,199,2.07,333.63,0,12.87,2026-03-26 04:00:00,2026-03-26 06:00:00
FL-0507,PAL Express,Clark,Bangkok,On Time,101,2.62,153.36,0,8.84,2026-03-26 08:00:00,2026-03-26 10:00:00
FL-0508,AirAsia,Clark,Bangkok,Cancelled,209,4.87,424.78,30,6.22,2026-03-26 12:00:00,2026-03-26 14:00:00
FL-0509,PAL Express,Manila,Tokyo,Delayed,110,2.89,534.0,60,16.82,2026-03-26 16:00:00,2026-03-26 18:00:00
FL-0510,Cebu Pacific,Cebu,Tokyo,On Time,198,3.34,514.09,0,24.78,2026-03-26 20:00:00,2026-03-26 22:00:00
FL-0511,Philippine Airlines,Clark,Hong Kong,On Time,90,4.1,413.03,0,8.34,2026-03-27 00:00:00,2026-03-27 02:00:00
FL-0512,Cebu Pacific,Iloilo,Hong Kong,Delayed,125,6.78,137.64,0,5.93,2026-03-27 04:00:00,2026-03-27 06:00:00
FL-0513,AirAsia,Davao,Singapore,Delayed,175,1.59,156.2,0,20.59,2026-03-27 08:00:00,2026-03-27 10:00:00
FL-0514,Cebu Pacific,Iloilo,Hong Kong,Delayed,89,5.72,124.65,0,10.05,2026-03-27 12:00:00,2026-03-27 14:00:00
FL-0515,Cebu Pacific,Cebu,Singapore,On Time,207,5.85,228.74,0,21.59,2026-03-27 16:00:00,2026-03-27 18:00:00
FL-0516,AirAsia,Iloilo,Seoul,On Time,178,6.69,167.83,0,19.08,2026-03-27 20:00:00,2026-03-27 22:00:00
FL-0517,PAL Express,Manila,Tokyo,On Time,191,7.56,230.02,0,23.91,2026-03-28 00:00:00,2026-03-28 02:00:00
FL-0518,Cebu Pacific,Cebu,Seoul,On Time,139,1.63,292.53,0,13.18,2026-03-28 04:00:00,2026-03-28 06:00:00
FL-0519,PAL Express,Davao,Hong Kong,Delayed,166,2.5,571.49,0,18.24,2026-03-28 08:00:00,2026-03-28 10:00:00
FL-0520,Cebu Pacific,Manila,Seoul,Delayed,144,7.26,405.19,0,14.3,2026-03-28 12:00:00,2026-03-28 14:00:00
FL-0521,PAL Express,Cebu,Seoul,On Time,136,4.48,517.49,15,17.61,2026-03-28 16:00:00,2026-03-28 18:00:00
FL-0522,AirAsia,Davao,Seoul,Delayed,185,5.17,455.18,15,13.99,2026-03-28 20:00:00,2026-03-28 22:00:00
FL-0523,Cebu Pacific,Manila,Hong Kong,On Time,88,5.81,156.25,0,8.77,2026-03-29 00:00:00,2026-03-29 02:00:00
FL-0524,AirAsia,Manila,Seoul,On Time,101,5.91,467.96,0,15.16,2026-03-29 04:00:00,2026-03-29 06:00:00
FL-0525,Cebu Pacific,Cebu,Singapore,On Time,168,7.56,237.55,15,15.57,2026-03-29 08:00:00,2026-03-29 10:00:00
FL-0526,AirAsia,Clark,Hong Kong,Cancelled,97,7.98,419.55,60,21.21,2026-03-29 12:00:00,2026-03-29 14:00:00
FL-0527,AirAsia,Manila,Seoul,On Time,194,6.18,270.48,0,19.71,2026-03-29 16:00:00,2026-03-29 18:00:00
FL-0528,Cebu Pacific,Manila,Hong Kong,Cancelled,185,3.37,598.84,0,18.28,2026-03-29 20:00:00,2026-03-29 22:00:00
FL-0529,Cebu Pacific,Davao,Bangkok,Delayed,94,7.22,231.78,0,7.27,2026-03-30 00:00:00,2026-03-30 02:00:00
FL-0530,Cebu Pacific,Iloilo,Singapore,On Time,142,1.82,239.57,0,19.41,2026-03-30 04:00:00,2026-03-30 06:00:00
FL-0531,Philippine Airlines,Cebu,Seoul,On Time,92,3.0,565.34,0,15.01,2026-03-30 08:00:00,2026-03-30 10:00:00
FL-0532,PAL Express,Cebu,Bangkok,Delayed,160,7.33,112.32,0,22.88,2026-03-30 12:00:00,2026-03-30 14:00:00
FL-0533,Philippine Airlines,Clark,Bangkok,On Time,111,3.17,448.34,0,23.4,2026-03-30 16:00:00,2026-03-30 18:00:00
FL-0534,Philippine Airlines,Clark,Hong Kong,Cancelled,216,2.93,462.66,0,6.1,2026-03-30 20:00:00,2026-03-30 22:00:00
FL-0535,AirAsia,Cebu,Bangkok,Cancelled,119,2.4,518.19,0,21.41,2026-03-31 00:00:00,2026-03-31 02:00:00
FL-0536,Cebu Pacific,Clark,Singapore,On Time,161,7.08,587.22,0,5.75,2026-03-31 04:00:00,2026-03-31 06:00:00
FL-0537,PAL Express,Davao,Singapore,On Time,156,4.75,587.8,0,12.34,2026-03-31 08:00:00,2026-03-31 10:00:00
FL-0538,AirAsia,Cebu,Tokyo,Cancelled,155,5.89,132.64,0,15.85,2026-03-31 12:00:00,2026-03-31 14:00:00
FL-0539,Philippine Airlines,Clark,Singapore,On Time,117,3.05,510.92,0,7.96,2026-03-31 16:00:00,2026-03-31 18:00:00
FL-0540,Cebu Pacific,Cebu,Bangkok,On Time,150,6.43,423.15,45,19.93,2026-03-31 20:00:00,2026-03-31 22:00:00
FL-0541,AirAsia,Iloilo,Singapore,On Time,127,6.44,423.67,0,5.17,2026-04-01 00:00:00,2026-04-01 02:00:00
FL-0542,Cebu Pacific,Manila,Hong Kong,On Time,97,3.53,164.17,15,8.37,2026-04-01 04:00:00,2026-04-01 06:00:00
FL-0543,AirAsia,Cebu,Tokyo,Cancelled,118,4.17,425.09,45,16.62,2026-04-01 08:00:00,2026-04-01 10:00:00
FL-0544,Cebu Pacific,Manila,Bangkok,Delayed,168,2.86,591.24,0,19.29,2026-04-01 12:00:00,2026-04-01 14:00:00
FL-0545,Philippine Airlines,Clark,Tokyo,On Time,141,7.85,555.91,0,23.33,2026-04-01 16:00:00,2026-04-01 18:00:00
FL-0546,PAL Express,Manila,Bangkok,On Time,188,5.7,319.57,0,19.11,2026-04-01 20:00:00,2026-04-01 22:00:00
FL-0547,Philippine Airlines,Cebu,Hong Kong,On Time,160,7.57,119.97,45,18.44,2026-04-02 00:00:00,2026-04-02 02:00:00
FL-0548,PAL Express,Iloilo,Tokyo,Delayed,213,3.47,281.15,60,12.89,2026-04-02 04:00:00,2026-04-02 06:00:00
FL-0549,Cebu Pacific,Clark,Seoul,On Time,156,6.58,513.2,15,5.03,2026-04-02 08:00:00,2026-04-02 10:00:00
FL-0550,AirAsia,Cebu,Bangkok,On Time,169,6.48,450.75,0,7.4,2026-04-02 12:00:00,2026-04-02 14:00:00
FL-0551,Philippine Airlines,Clark,Seoul,On Time,93,6.0,329.67,0,15.69,2026-04-02 16:00:00,2026-04-02 18:00:00
FL-0552,PAL Express,Davao,Tokyo,On Time,174,7.78,127.55,0,18.5,2026-04-02 20:00:00,2026-04-02 22:00:00
FL-0553,Philippine Airlines,Manila,Seoul,Cancelled,133,4.06,313.45,0,13.35,2026-04-03 00:00:00,2026-04-03 02:00:00
FL-0554,PAL Express,Davao,Seoul,On Time,211,2.35,334.51,0,19.61,2026-04-03 04:00:00,2026-04-03 06:00:00
FL-0555,Philippine Airlines,Cebu,Tokyo,On Time,118,5.87,564.28,0,15.44,2026-04-03 08:00:00,2026-04-03 10:00:00
FL-0556,PAL Express,Iloilo,Hong Kong,On Time,151,6.24,420.54,15,6.48,2026-04-03 12:00:00,2026-04-03 14:00:00
FL-0557,PAL Express,Clark,Seoul,Cancelled,104,5.24,255.83,0,8.84,2026-04-03 16:00:00,2026-04-03 18:00:00
FL-0558,Cebu Pacific,Manila,Seoul,On Time,156,2.84,362.66,0,21.8,2026-04-03 20:00:00,2026-04-03 22:00:00
FL-0559,PAL Express,Clark,Hong Kong,On Time,199,4.78,133.03,0,19.5,2026-04-04 00:00:00,2026-04-04 02:00:00
FL-0560,Cebu Pacific,Cebu,Seoul,On Time,132,3.53,586.28,30,22.9,2026-04-04 04:00:00,2026-04-04 06:00:00
FL-0561,PAL Express,Clark,Seoul,Delayed,210,4.28,280.03,15,7.35,2026-04-04 08:00:00,2026-04-04 10:00:00
FL-0562,AirAsia,Manila,Seoul,On Time,175,5.69,338.93,0,24.8,2026-04-04 12:00:00,2026-04-04 14:00:00
FL-0563,AirAsia,Cebu,Singapore,On Time,151,6.34,277.64,0,9.19,2026-04-04 16:00:00,2026-04-04 18:00:00
FL-0564,AirAsia,Clark,Hong Kong,On Time,141,3.01,441.26,0,5.24,2026-04-04 20:00:00,2026-04-04 22:00:00
FL-0565,PAL Express,Iloilo,Seoul,Delayed,85,4.13,431.12,45,24.95,2026-04-05 00:00:00,2026-04-05 02:00:00
FL-0566,Cebu Pacific,Cebu,Hong Kong,On Time,111,3.25,457.66,0,10.62,2026-04-05 04:00:00,2026-04-05 06:00:00
FL-0567,Cebu Pacific,Cebu,Bangkok,Delayed,178,2.79,234.07,0,18.36,2026-04-05 08:00:00,2026-04-05 10:00:00
FL-0568,PAL Express,Iloilo,Bangkok,On Time,217,6.59,257.83,0,8.53,2026-04-05 12:00:00,2026-04-05 14:00:00
FL-0569,AirAsia,Davao,Seoul,On Time,210,7.41,162.63,0,16.6,2026-04-05 16:00:00,2026-04-05 18:00:00
FL-0570,AirAsia,Manila,Hong Kong,On Time,155,3.91,427.75,30,23.08,2026-04-05 20:00:00,2026-04-05 22:00:00
FL-0571,Cebu Pacific,Davao,Hong Kong,Delayed,138,6.38,119.9,0,11.4,2026-04-06 00:00:00,2026-04-06 02:00:00
FL-0572,AirAsia,Clark,Hong Kong,On Time,110,7.33,398.84,0,18.41,2026-04-06 04:00:00,2026-04-06 06:00:00
FL-0573,Philippine Airlines,Iloilo,Singapore,Delayed,172,7.0,534.85,0,8.76,2026-04-06 08:00:00,2026-04-06 10:00:00
FL-0574,Cebu Pacific,Davao,Bangkok,Delayed,148,2.69,545.42,0,17.5,2026-04-06 12:00:00,2026-04-06 14:00:00
FL-0575,AirAsia,Cebu,Hong Kong,On Time,131,7.72,324.52,45,11.73,2026-04-06 16:00:00,2026-04-06 18:00:00
FL-0576,Cebu Pacific,Clark,Hong Kong,Delayed,168,3.95,329.65,0,9.22,2026-04-06 20:00:00,2026-04-06 22:00:00
FL-0577,Philippine Airlines,Clark,Singapore,Delayed,206,3.71,138.48,30,11.26,2026-04-07 00:00:00,2026-04-07 02:00:00
FL-0578,Cebu Pacific,Davao,Singapore,On Time,110,1.91,435.38,15,8.58,2026-04-07 04:00:00,2026-04-07 06:00:00
FL-0579,Cebu Pacific,Davao,Hong Kong,On Time,163,4.66,510.63,0,23.04,2026-04-07 08:00:00,2026-04-07 10:00:00
FL-0580,Cebu Pacific,Iloilo,Tokyo,Cancelled,206,2.21,222.33,0,12.94,2026-04-07 12:00:00,2026-04-07 14:00:00
FL-0581,Cebu Pacific,Manila,Hong Kong,On Time,211,3.12,310.65,0,9.91,2026-04-07 16:00:00,2026-04-07 18:00:00
FL-0582,Philippine Airlines,Davao,Hong Kong,Delayed,92,3.56,519.42,15,13.97,2026-04-07 20:00:00,2026-04-07 22:00:00
FL-0583,PAL Express,Davao,Singapore,Cancelled,124,6.76,538.56,0,11.41,2026-04-08 00:00:00,2026-04-08 02:00:00
FL-0584,Cebu Pacific,Cebu,Singapore,On Time,206,7.19,221.59,0,19.89,2026-04-08 04:00:00,2026-04-08 06:00:00
FL-0585,Cebu Pacific,Clark,Hong Kong,On Time,193,3.47,375.29,0,24.42,2026-04-08 08:00:00,2026-04-08 10:00:00
FL-0586,AirAsia,Manila,Hong Kong,On Time,99,7.08,196.25,15,13.76,2026-04-08 12:00:00,2026-04-08 14:00:00
FL-0587,Cebu Pacific,Cebu,Hong Kong,On Time,160,7.07,150.94,0,22.22,2026-04-08 16:00:00,2026-04-08 18:00:00
FL-0588,AirAsia,Iloilo,Singapore,On Time,208,6.47,555.56,0,16.32,2026-04-08 20:00:00,2026-04-08 22:00:00
FL-0589,PAL Express,Iloilo,Hong Kong,On Time,96,2.45,510.25,0,8.14,2026-04-09 00:00:00,2026-04-09 02:00:00
FL-0590,Philippine Airlines,Davao,Hong Kong,On Time,137,5.99,480.02,0,18.81,2026-04-09 04:00:00,2026-04-09 06:00:00
FL-0591,Philippine Airlines,Davao,Seoul,Delayed,151,7.64,124.38,30,15.27,2026-04-09 08:00:00,2026-04-09 10:00:00
FL-0592,PAL Express,Iloilo,Tokyo,Delayed,188,5.94,521.86,0,18.01,2026-04-09 12:00:00,2026-04-09 14:00:00
